"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Diabetes age-standardized death rate","","2019","Norway","European Region","Males","","7.401293914","no data","no data","",
"Diabetes age-standardized death rate","","2019","Norway","European Region","Females","","4.290134933","no data","no data","",
"Diabetes age-standardized death rate","","2019","Oman","Eastern Mediterranean Region","Total","","64.76065752","no data","no data","",
"Diabetes age-standardized death rate","","2019","Oman","Eastern Mediterranean Region","Males","","69.36197808","no data","no data","",
"Diabetes age-standardized death rate","","2019","Oman","Eastern Mediterranean Region","Females","","61.17894441","no data","no data","",
"Diabetes age-standardized death rate","","2019","Pakistan","Eastern Mediterranean Region","Total","","65.64907692","no data","no data","",
"Diabetes age-standardized death rate","","2019","Pakistan","Eastern Mediterranean Region","Males","","60.22587713","no data","no data","",
"Diabetes age-standardized death rate","","2019","Pakistan","Eastern Mediterranean Region","Females","","71.31725532","no data","no data","",
"Diabetes age-standardized death rate","","2019","Palau","Western Pacific Region","Total","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Palau","Western Pacific Region","Males","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Palau","Western Pacific Region","Females","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Panama","Region of the Americas","Total","","30.97163505","no data","no data","",
"Diabetes age-standardized death rate","","2019","Panama","Region of the Americas","Males","","31.84389528","no data","no data","",
"Diabetes age-standardized death rate","","2019","Panama","Region of the Americas","Females","","30.01859439","no data","no data","",
"Diabetes age-standardized death rate","","2019","Papua New Guinea","Western Pacific Region","Total","","102.7282214","no data","no data","",
"Diabetes age-standardized death rate","","2019","Papua New Guinea","Western Pacific Region","Males","","133.8576207","no data","no data","",
"Diabetes age-standardized death rate","","2019","Papua New Guinea","Western Pacific Region","Females","","74.44244182","no data","no data","",
"Diabetes age-standardized death rate","","2019","Paraguay","Region of the Americas","Total","","53.03114884","no data","no data","",
"Diabetes age-standardized death rate","","2019","Paraguay","Region of the Americas","Males","","50.27421963","no data","no data","",
"Diabetes age-standardized death rate","","2019","Paraguay","Region of the Americas","Females","","55.18313708","no data","no data","",
"Diabetes age-standardized death rate","","2019","Peru","Region of the Americas","Total","","19.80238794","no data","no data","",
"Diabetes age-standardized death rate","","2019","Peru","Region of the Americas","Males","","19.17287345","no data","no data","",
"Diabetes age-standardized death rate","","2019","Peru","Region of the Americas","Females","","20.16236422","no data","no data","",
"Diabetes age-standardized death rate","","2019","Philippines","Western Pacific Region","Total","","66.4344486","no data","no data","",
"Diabetes age-standardized death rate","","2019","Philippines","Western Pacific Region","Males","","73.79522376","no data","no data","",
"Diabetes age-standardized death rate","","2019","Philippines","Western Pacific Region","Females","","60.4261438","no data","no data","",
"Diabetes age-standardized death rate","","2019","Poland","European Region","Total","","12.26345961","no data","no data","",
"Diabetes age-standardized death rate","","2019","Poland","European Region","Males","","15.08878659","no data","no data","",
"Diabetes age-standardized death rate","","2019","Poland","European Region","Females","","9.781365442","no data","no data","",
"Diabetes age-standardized death rate","","2019","Portugal","European Region","Total","","13.00767794","no data","no data","",
"Diabetes age-standardized death rate","","2019","Portugal","European Region","Males","","14.87081235","no data","no data","",
"Diabetes age-standardized death rate","","2019","Portugal","European Region","Females","","11.45761859","no data","no data","",
"Diabetes age-standardized death rate","","2019","Qatar","Eastern Mediterranean Region","Total","","127.9126042","no data","no data","",
"Diabetes age-standardized death rate","","2019","Qatar","Eastern Mediterranean Region","Males","","97.0484527","no data","no data","",
"Diabetes age-standardized death rate","","2019","Qatar","Eastern Mediterranean Region","Females","","159.6057748","no data","no data","",
"Diabetes age-standardized death rate","","2019","Region of the Americas","Region of the Americas","Total","","27.65538682","no data","no data","",
"Diabetes age-standardized death rate","","2019","Region of the Americas","Region of the Americas","Males","","30.77554419","no data","no data","",
"Diabetes age-standardized death rate","","2019","Region of the Americas","Region of the Americas","Females","","24.96299137","no data","no data","",
"Diabetes age-standardized death rate","","2019","Republic of Korea","Western Pacific Region","Total","","9.071409755","no data","no data","",
"Diabetes age-standardized death rate","","2019","Republic of Korea","Western Pacific Region","Males","","11.46606047","no data","no data","",
"Diabetes age-standardized death rate","","2019","Republic of Korea","Western Pacific Region","Females","","6.975302957","no data","no data","",
"Diabetes age-standardized death rate","","2019","Republic of Moldova","European Region","Total","","8.034362572","no data","no data","",
"Diabetes age-standardized death rate","","2019","Republic of Moldova","European Region","Males","","8.136989159","no data","no data","",
"Diabetes age-standardized death rate","","2019","Republic of Moldova","European Region","Females","","7.876190173","no data","no data","",
"Diabetes age-standardized death rate","","2019","Romania","European Region","Total","","6.542216854","no data","no data","",
"Diabetes age-standardized death rate","","2019","Romania","European Region","Males","","7.326417807","no data","no data","",
"Diabetes age-standardized death rate","","2019","Romania","European Region","Females","","5.830635942","no data","no data","",
"Diabetes age-standardized death rate","","2019","Russian Federation","European Region","Total","","8.088462965","no data","no data","",
"Diabetes age-standardized death rate","","2019","Russian Federation","European Region","Males","","7.510521975","no data","no data","",
"Diabetes age-standardized death rate","","2019","Russian Federation","European Region","Females","","8.238018251","no data","no data","",
"Diabetes age-standardized death rate","","2019","Rwanda","African Region","Total","","44.08548192","no data","no data","",
"Diabetes age-standardized death rate","","2019","Rwanda","African Region","Males","","53.82091998","no data","no data","",
"Diabetes age-standardized death rate","","2019","Rwanda","African Region","Females","","36.75176244","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Kitts and Nevis","Region of the Americas","Total","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Kitts and Nevis","Region of the Americas","Males","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Kitts and Nevis","Region of the Americas","Females","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Lucia","Region of the Americas","Total","","70.6250551","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Lucia","Region of the Americas","Males","","74.43743488","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Lucia","Region of the Americas","Females","","67.21496988","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Vincent and the Grenadines","Region of the Americas","Total","","52.86989851","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Vincent and the Grenadines","Region of the Americas","Males","","43.9934068","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saint Vincent and the Grenadines","Region of the Americas","Females","","61.3587071","no data","no data","",
"Diabetes age-standardized death rate","","2019","Samoa","Western Pacific Region","Total","","100.8783545","no data","no data","",
"Diabetes age-standardized death rate","","2019","Samoa","Western Pacific Region","Males","","96.46364927","no data","no data","",
"Diabetes age-standardized death rate","","2019","Samoa","Western Pacific Region","Females","","104.6142615","no data","no data","",
"Diabetes age-standardized death rate","","2019","San Marino","European Region","Total","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","San Marino","European Region","Males","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","San Marino","European Region","Females","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sao Tome and Principe","African Region","Total","","29.20486021","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sao Tome and Principe","African Region","Males","","31.20224343","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sao Tome and Principe","African Region","Females","","27.86279812","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saudi Arabia","Eastern Mediterranean Region","Total","","37.95048569","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saudi Arabia","Eastern Mediterranean Region","Males","","39.42843013","no data","no data","",
"Diabetes age-standardized death rate","","2019","Saudi Arabia","Eastern Mediterranean Region","Females","","36.46259153","no data","no data","",
"Diabetes age-standardized death rate","","2019","Senegal","African Region","Total","","48.6215155","no data","no data","",
"Diabetes age-standardized death rate","","2019","Senegal","African Region","Males","","46.54763504","no data","no data","",
"Diabetes age-standardized death rate","","2019","Senegal","African Region","Females","","50.06865417","no data","no data","",
"Diabetes age-standardized death rate","","2019","Serbia","European Region","Total","","22.5846554","no data","no data","",
"Diabetes age-standardized death rate","","2019","Serbia","European Region","Males","","23.90640218","no data","no data","",
"Diabetes age-standardized death rate","","2019","Serbia","European Region","Females","","20.96365647","no data","no data","",
"Diabetes age-standardized death rate","","2019","Seychelles","African Region","Total","","43.44943822","no data","no data","",
"Diabetes age-standardized death rate","","2019","Seychelles","African Region","Males","","43.36182502","no data","no data","",
"Diabetes age-standardized death rate","","2019","Seychelles","African Region","Females","","42.45566248","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sierra Leone","African Region","Total","","47.55066447","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sierra Leone","African Region","Males","","40.50139632","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sierra Leone","African Region","Females","","53.05420201","no data","no data","",
"Diabetes age-standardized death rate","","2019","Singapore","Western Pacific Region","Total","","3.889654701","no data","no data","",
"Diabetes age-standardized death rate","","2019","Singapore","Western Pacific Region","Males","","3.800430026","no data","no data","",
"Diabetes age-standardized death rate","","2019","Singapore","Western Pacific Region","Females","","3.832337289","no data","no data","",
"Diabetes age-standardized death rate","","2019","Slovakia","European Region","Total","","9.390783348","no data","no data","",
"Diabetes age-standardized death rate","","2019","Slovakia","European Region","Males","","11.13610861","no data","no data","",
"Diabetes age-standardized death rate","","2019","Slovakia","European Region","Females","","8.009022183","no data","no data","",
"Diabetes age-standardized death rate","","2019","Slovenia","European Region","Total","","6.854712409","no data","no data","",
"Diabetes age-standardized death rate","","2019","Slovenia","European Region","Males","","8.544953945","no data","no data","",
"Diabetes age-standardized death rate","","2019","Slovenia","European Region","Females","","5.454046312","no data","no data","",
"Diabetes age-standardized death rate","","2019","Solomon Islands","Western Pacific Region","Total","","98.92451937","no data","no data","",
"Diabetes age-standardized death rate","","2019","Solomon Islands","Western Pacific Region","Males","","99.77014302","no data","no data","",
"Diabetes age-standardized death rate","","2019","Solomon Islands","Western Pacific Region","Females","","98.17592783","no data","no data","",
"Diabetes age-standardized death rate","","2019","Somalia","Eastern Mediterranean Region","Total","","58.42728312","no data","no data","",
"Diabetes age-standardized death rate","","2019","Somalia","Eastern Mediterranean Region","Males","","72.47948188","no data","no data","",
"Diabetes age-standardized death rate","","2019","Somalia","Eastern Mediterranean Region","Females","","45.57527803","no data","no data","",
"Diabetes age-standardized death rate","","2019","South Africa","African Region","Total","","84.69729559","no data","no data","",
"Diabetes age-standardized death rate","","2019","South Africa","African Region","Males","","88.54423812","no data","no data","",
"Diabetes age-standardized death rate","","2019","South Africa","African Region","Females","","81.30285347","no data","no data","",
"Diabetes age-standardized death rate","","2019","South Sudan","African Region","Total","","35.11419743","no data","no data","",
"Diabetes age-standardized death rate","","2019","South Sudan","African Region","Males","","41.73610972","no data","no data","",
"Diabetes age-standardized death rate","","2019","South Sudan","African Region","Females","","29.51315888","no data","no data","",
"Diabetes age-standardized death rate","","2019","South-East Asian Region","South-East Asia Region","Total","","36.06627672","no data","no data","",
"Diabetes age-standardized death rate","","2019","South-East Asian Region","South-East Asia Region","Males","","38.75990508","no data","no data","",
"Diabetes age-standardized death rate","","2019","South-East Asian Region","South-East Asia Region","Females","","33.59352686","no data","no data","",
"Diabetes age-standardized death rate","","2019","Spain","European Region","Total","","6.171003738","no data","no data","",
"Diabetes age-standardized death rate","","2019","Spain","European Region","Males","","7.544261655","no data","no data","",
"Diabetes age-standardized death rate","","2019","Spain","European Region","Females","","5.005550459","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sri Lanka","South-East Asia Region","Total","","56.79189839","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sri Lanka","South-East Asia Region","Males","","62.35869721","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sri Lanka","South-East Asia Region","Females","","52.12062403","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sudan","Eastern Mediterranean Region","Total","","23.02246045","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sudan","Eastern Mediterranean Region","Males","","22.59957249","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sudan","Eastern Mediterranean Region","Females","","23.43870021","no data","no data","",
"Diabetes age-standardized death rate","","2019","Suriname","Region of the Americas","Total","","71.97998388","no data","no data","",
"Diabetes age-standardized death rate","","2019","Suriname","Region of the Americas","Males","","83.88109961","no data","no data","",
"Diabetes age-standardized death rate","","2019","Suriname","Region of the Americas","Females","","62.83768258","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sweden","European Region","Total","","8.448436456","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sweden","European Region","Males","","10.84636882","no data","no data","",
"Diabetes age-standardized death rate","","2019","Sweden","European Region","Females","","6.3444286","no data","no data","",
"Diabetes age-standardized death rate","","2019","Switzerland","European Region","Total","","5.841789359","no data","no data","",
"Diabetes age-standardized death rate","","2019","Switzerland","European Region","Males","","7.447517008","no data","no data","",
"Diabetes age-standardized death rate","","2019","Switzerland","European Region","Females","","4.512945157","no data","no data","",
"Diabetes age-standardized death rate","","2019","Syrian Arab Republic","Eastern Mediterranean Region","Total","","21.94920437","no data","no data","",
"Diabetes age-standardized death rate","","2019","Syrian Arab Republic","Eastern Mediterranean Region","Males","","19.74680069","no data","no data","",
"Diabetes age-standardized death rate","","2019","Syrian Arab Republic","Eastern Mediterranean Region","Females","","23.51103516","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tajikistan","European Region","Total","","36.31744416","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tajikistan","European Region","Males","","38.03155274","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tajikistan","European Region","Females","","34.80833084","no data","no data","",
"Diabetes age-standardized death rate","","2019","Thailand","South-East Asia Region","Total","","29.28231872","no data","no data","",
"Diabetes age-standardized death rate","","2019","Thailand","South-East Asia Region","Males","","29.26401704","no data","no data","",
"Diabetes age-standardized death rate","","2019","Thailand","South-East Asia Region","Females","","28.87972587","no data","no data","",
"Diabetes age-standardized death rate","","2019","Timor-Leste","South-East Asia Region","Total","","34.76396671","no data","no data","",
"Diabetes age-standardized death rate","","2019","Timor-Leste","South-East Asia Region","Males","","29.77140646","no data","no data","",
"Diabetes age-standardized death rate","","2019","Timor-Leste","South-East Asia Region","Females","","39.09944646","no data","no data","",
"Diabetes age-standardized death rate","","2019","Togo","African Region","Total","","48.18447022","no data","no data","",
"Diabetes age-standardized death rate","","2019","Togo","African Region","Males","","53.18263047","no data","no data","",
"Diabetes age-standardized death rate","","2019","Togo","African Region","Females","","43.81996108","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tonga","Western Pacific Region","Total","","113.3551022","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tonga","Western Pacific Region","Males","","115.1308189","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tonga","Western Pacific Region","Females","","111.9961218","no data","no data","",
"Diabetes age-standardized death rate","","2019","Trinidad and Tobago","Region of the Americas","Total","","77.5791734","no data","no data","",
"Diabetes age-standardized death rate","","2019","Trinidad and Tobago","Region of the Americas","Males","","95.48022799","no data","no data","",
"Diabetes age-standardized death rate","","2019","Trinidad and Tobago","Region of the Americas","Females","","63.15298458","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tunisia","Eastern Mediterranean Region","Total","","20.35595642","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tunisia","Eastern Mediterranean Region","Males","","21.14464942","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tunisia","Eastern Mediterranean Region","Females","","19.75567648","no data","no data","",
"Diabetes age-standardized death rate","","2019","Türkiye","European Region","Total","","26.78287024","no data","no data","",
"Diabetes age-standardized death rate","","2019","Türkiye","European Region","Males","","24.30645733","no data","no data","",
"Diabetes age-standardized death rate","","2019","Türkiye","European Region","Females","","28.22187512","no data","no data","",
"Diabetes age-standardized death rate","","2019","Turkmenistan","European Region","Total","","21.07425028","no data","no data","",
"Diabetes age-standardized death rate","","2019","Turkmenistan","European Region","Males","","22.3718032","no data","no data","",
"Diabetes age-standardized death rate","","2019","Turkmenistan","European Region","Females","","19.96857449","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tuvalu","Western Pacific Region","Total","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tuvalu","Western Pacific Region","Males","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Tuvalu","Western Pacific Region","Females","","no data","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uganda","African Region","Total","","48.57970356","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uganda","African Region","Males","","67.22924829","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uganda","African Region","Females","","35.93608272","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ukraine","European Region","Total","","3.510019886","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ukraine","European Region","Males","","4.209160061","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ukraine","European Region","Females","","3.013502533","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Arab Emirates","Eastern Mediterranean Region","Total","","62.63645006","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Arab Emirates","Eastern Mediterranean Region","Males","","67.78908203","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Arab Emirates","Eastern Mediterranean Region","Females","","50.79623216","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Kingdom of Great Britain and Northern Ireland","European Region","Total","","4.308400948","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Kingdom of Great Britain and Northern Ireland","European Region","Males","","5.206171415","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Kingdom of Great Britain and Northern Ireland","European Region","Females","","3.528344076","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Republic of Tanzania","African Region","Total","","37.59562032","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Republic of Tanzania","African Region","Males","","43.49244576","no data","no data","",
"Diabetes age-standardized death rate","","2019","United Republic of Tanzania","African Region","Females","","33.13298709","no data","no data","",
"Diabetes age-standardized death rate","","2019","United States of America","Region of the Americas","Total","","14.76123501","no data","no data","",
"Diabetes age-standardized death rate","","2019","United States of America","Region of the Americas","Males","","18.54176527","no data","no data","",
"Diabetes age-standardized death rate","","2019","United States of America","Region of the Americas","Females","","11.47811938","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uruguay","Region of the Americas","Total","","15.85528416","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uruguay","Region of the Americas","Males","","20.05247464","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uruguay","Region of the Americas","Females","","12.96916326","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uzbekistan","European Region","Total","","30.02640973","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uzbekistan","European Region","Males","","31.70729328","no data","no data","",
"Diabetes age-standardized death rate","","2019","Uzbekistan","European Region","Females","","28.60668244","no data","no data","",
"Diabetes age-standardized death rate","","2019","Vanuatu","Western Pacific Region","Total","","101.0941936","no data","no data","",
"Diabetes age-standardized death rate","","2019","Vanuatu","Western Pacific Region","Males","","91.38938862","no data","no data","",
"Diabetes age-standardized death rate","","2019","Vanuatu","Western Pacific Region","Females","","111.5885875","no data","no data","",
"Diabetes age-standardized death rate","","2019","Venezuela (Bolivarian Republic of)","Region of the Americas","Total","","55.34158299","no data","no data","",
"Diabetes age-standardized death rate","","2019","Venezuela (Bolivarian Republic of)","Region of the Americas","Males","","60.98347211","no data","no data","",
"Diabetes age-standardized death rate","","2019","Venezuela (Bolivarian Republic of)","Region of the Americas","Females","","50.48703876","no data","no data","",
"Diabetes age-standardized death rate","","2019","Viet Nam","Western Pacific Region","Total","","44.78948888","no data","no data","",
"Diabetes age-standardized death rate","","2019","Viet Nam","Western Pacific Region","Males","","42.82987936","no data","no data","",
"Diabetes age-standardized death rate","","2019","Viet Nam","Western Pacific Region","Females","","45.49572285","no data","no data","",
"Diabetes age-standardized death rate","","2019","Western Pacific Region","Western Pacific Region","Total","","14.0333343","no data","no data","",
"Diabetes age-standardized death rate","","2019","Western Pacific Region","Western Pacific Region","Males","","15.24802455","no data","no data","",
"Diabetes age-standardized death rate","","2019","Western Pacific Region","Western Pacific Region","Females","","13.02856616","no data","no data","",
"Diabetes age-standardized death rate","","2019","Yemen","Eastern Mediterranean Region","Total","","22.81962219","no data","no data","",
"Diabetes age-standardized death rate","","2019","Yemen","Eastern Mediterranean Region","Males","","21.31057164","no data","no data","",
"Diabetes age-standardized death rate","","2019","Yemen","Eastern Mediterranean Region","Females","","24.17510485","no data","no data","",
"Diabetes age-standardized death rate","","2019","Zambia","African Region","Total","","52.94645319","no data","no data","",
"Diabetes age-standardized death rate","","2019","Zambia","African Region","Males","","71.35454367","no data","no data","",
"Diabetes age-standardized death rate","","2019","Zambia","African Region","Females","","40.1333866","no data","no data","",
"Diabetes age-standardized death rate","","2019","Zimbabwe","African Region","Total","","67.70822938","no data","no data","",
"Diabetes age-standardized death rate","","2019","Zimbabwe","African Region","Males","","65.10570992","no data","no data","",
"Diabetes age-standardized death rate","","2019","Zimbabwe","African Region","Females","","67.94741156","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","","Global","Total","","48.21470646","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","","Global","Males","","52.5101199","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","","Global","Females","","43.98821121","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Afghanistan","Eastern Mediterranean Region","Total","","65.79073121","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Afghanistan","Eastern Mediterranean Region","Males","","66.24637381","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Afghanistan","Eastern Mediterranean Region","Females","","65.57229772","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","African Region","African Region","Total","","57.85620834","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","African Region","African Region","Males","","62.00460595","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","African Region","African Region","Females","","53.37571845","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Albania","European Region","Total","","21.03605326","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Albania","European Region","Males","","34.83583072","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Albania","European Region","Females","","10.19047916","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Algeria","African Region","Total","","35.91257782","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Algeria","African Region","Males","","35.61878344","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Algeria","African Region","Females","","36.13739544","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Andorra","European Region","Total","","no data","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Andorra","European Region","Males","","no data","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Andorra","European Region","Females","","no data","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Angola","African Region","Total","","64.05222699","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Angola","African Region","Males","","67.1512666","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Angola","African Region","Females","","58.78319748","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Antigua and Barbuda","Region of the Americas","Total","","25.57123709","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Antigua and Barbuda","Region of the Americas","Males","","30.99102808","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Antigua and Barbuda","Region of the Americas","Females","","21.71642414","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Argentina","Region of the Americas","Total","","38.22971634","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Argentina","Region of the Americas","Males","","43.90703365","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Argentina","Region of the Americas","Females","","31.63787831","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Armenia","European Region","Total","","46.70691816","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Armenia","European Region","Males","","56.10827218","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Armenia","European Region","Females","","40.8973337","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Australia","Western Pacific Region","Total","","21.57735942","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Australia","Western Pacific Region","Males","","25.36232674","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Australia","Western Pacific Region","Females","","17.03009561","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Austria","European Region","Total","","12.67402628","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Austria","European Region","Males","","18.83555658","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Austria","European Region","Females","","6.880543742","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Azerbaijan","European Region","Total","","66.94727622","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Azerbaijan","European Region","Males","","72.28276655","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Azerbaijan","European Region","Females","","62.35477824","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bahamas","Region of the Americas","Total","","56.60325032","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bahamas","Region of the Americas","Males","","61.68473026","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bahamas","Region of the Americas","Females","","52.00430603","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bahrain","Eastern Mediterranean Region","Total","","47.18006845","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bahrain","Eastern Mediterranean Region","Males","","54.99962187","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bahrain","Eastern Mediterranean Region","Females","","35.88370642","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bangladesh","South-East Asia Region","Total","","34.30707166","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bangladesh","South-East Asia Region","Males","","36.38464258","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Bangladesh","South-East Asia Region","Females","","32.70166933","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Barbados","Region of the Americas","Total","","22.76189241","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Barbados","Region of the Americas","Males","","27.81638492","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Barbados","Region of the Americas","Females","","19.44649375","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belarus","European Region","Total","","45.61176491","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belarus","European Region","Males","","54.35798522","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belarus","European Region","Females","","38.75258615","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belgium","European Region","Total","","18.41613722","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belgium","European Region","Males","","27.58450569","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belgium","European Region","Females","","10.23557253","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belize","Region of the Americas","Total","","55.57398033","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belize","Region of the Americas","Males","","57.66571579","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Belize","Region of the Americas","Females","","53.68533122","no data","no data","",
"Percentage of diabetes deaths occurring under 70 years","","2019","Benin","African Region","Total","","57.29958436","no data","no data","",
